timestamp,signalQuality,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,label
"2026-07-28T02:06:07.530Z","0","48","34","733905","79648","21875","27322","28632","37295","13179","5647",""
"2026-07-28T02:06:08.018Z","0","51","54","1352787","281508","95985","69428","14516","32664","14441","6069",""
"2026-07-28T02:06:09.468Z","0","44","47","1516413","180329","16893","7072","27849","15213","22939","6345",""
"2026-07-28T02:06:10.667Z","0","50","57","657950","11751","7895","3923","1496","4372","4152","1808",""
"2026-07-28T02:06:11.471Z","0","34","61","128967","66597","16086","21155","9830","4497","2581","2843",""
"2026-07-28T02:06:12.168Z","26","34","61","659490","249384","14754","34204","24860","17020","3522","1603",""
"2026-07-28T02:06:13.847Z","0","37","60","295367","32135","15394","6327","11822","5484","3220","1739",""
"2026-07-28T02:06:17.910Z","0","10","53","994167","387232","48243","31014","22557","8677","7145","1908",""
"2026-07-28T02:06:18.941Z","0","4","53","778360","55186","53857","11352","6736","2639","3511","3044",""
"2026-07-28T02:06:19.338Z","0","10","61","853971","473350","214090","241112","180798","94640","33541","4986",""
"2026-07-28T02:06:21.318Z","0","24","44","389685","273883","2963","9714","87344","25719","12088","5172",""
"2026-07-28T02:06:22.559Z","0","23","51","534786","401877","70272","56760","29823","44254","51622","4936",""
"2026-07-28T02:06:23.669Z","26","23","51","1398964","53441","7284","9715","10588","5712","2460","947",""
"2026-07-28T02:06:25.392Z","0","35","50","57323","1812","4940","88","2000","383","287","149",""
"2026-07-28T02:06:26.615Z","0","35","69","196803","101891","30128","12441","9094","12170","5424","7569",""
"2026-07-28T02:06:27.173Z","0","24","75","1177886","813323","222685","166837","45292","30923","55136","43128",""
"2026-07-28T02:06:29.051Z","0","23","74","907080","135261","20331","45810","29859","19467","31245","6836",""
"2026-07-28T02:06:30.077Z","26","23","74","1772098","114433","50929","74851","38741","38526","58262","20452",""
"2026-07-28T02:06:31.421Z","0","21","57","38339","49181","6540","5487","2153","2671","4359","1347",""
"2026-07-28T02:06:31.722Z","0","27","64","1742709","1436515","695643","644360","131383","432101","162770","62680",""
"2026-07-28T02:06:32.045Z","0","37","54","807558","412527","41593","32893","77462","32258","16976","4167",""
"2026-07-28T02:06:32.844Z","26","37","54","608704","18515","9622","8209","7377","8236","3558","3625",""
"2026-07-28T02:06:33.636Z","0","27","44","534243","31659","2109","3240","4846","1535","3186","1134",""
"2026-07-28T02:06:34.956Z","0","34","53","1876643","397836","156801","75904","21565","47289","26056","47033",""
"2026-07-28T02:06:35.861Z","26","34","53","851571","188224","37996","118714","47801","41292","23312","19817",""
"2026-07-28T02:06:36.966Z","26","34","53","1404767","327198","279285","125834","126289","25982","38572","6924",""
"2026-07-28T02:06:37.890Z","0","29","38","42042","33368","942","4223","823","4133","1851","697",""
"2026-07-28T02:06:38.682Z","0","21","48","15522","70518","21187","7710","1312","2828","3538","1748",""
"2026-07-28T02:06:39.480Z","0","24","57","498440","78189","8902","40887","24666","7293","7212","7698",""
